gt,pred,score
truck,truck,0.48779
cat,cat,0.446391
frog,dog,0.323796
bird,bird,0.881883
plane,plane,0.509298
ship,frog,0.674172
truck,ship,0.543461
plane,frog,0.522774
dog,dog,0.944625
car,car,0.989481
dog,car,0.557547
ship,truck,0.541027
bird,cat,0.405833
car,car,0.916957
bird,ship,0.936595
cat,dog,0.325641
bird,bird,0.636851
deer,deer,0.536457
ship,ship,0.956504
deer,frog,0.807779
plane,plane,0.567627
frog,frog,0.387343
deer,deer,0.363139
bird,deer,0.697929
truck,truck,0.936269
ship,ship,0.991998
deer,deer,0.824703
horse,truck,0.918678
frog,frog,0.865463
bird,bird,0.578284
deer,frog,0.571403
horse,horse,0.79456
horse,horse,0.475502
frog,frog,0.997094
deer,deer,0.675075
bird,bird,0.47145
bird,bird,0.922427
cat,dog,0.330681
bird,bird,0.624639
deer,cat,0.353826
truck,deer,0.456156
plane,plane,0.979116
plane,deer,0.281478
truck,frog,0.341152
frog,frog,0.943107
dog,horse,0.383899
ship,ship,0.965729
dog,horse,0.56201
bird,cat,0.624379
deer,frog,0.407667
ship,ship,0.930773
ship,plane,0.496329
frog,frog,0.433038
deer,frog,0.416178
dog,dog,0.653452
horse,horse,0.861708
frog,frog,0.955021
cat,dog,0.780308
horse,cat,0.49009
plane,plane,0.833267
deer,deer,0.520262
plane,bird,0.445349
dog,bird,0.332506
ship,ship,0.886848
bird,dog,0.358066
ship,ship,0.974227
plane,plane,0.983154
deer,deer,0.868393
truck,truck,0.708951
bird,dog,0.85505
cat,dog,0.406113
frog,plane,0.32155
ship,ship,0.973686
car,car,0.983259
frog,frog,0.986401
plane,horse,0.563129
ship,ship,0.850711
deer,horse,0.576218
cat,dog,0.460555
car,car,0.986762
deer,deer,0.839212
dog,bird,0.391736
bird,bird,0.977033
deer,cat,0.435661
cat,dog,0.562238
frog,frog,0.81737
plane,plane,0.972329
horse,horse,0.938257
car,car,0.96084
cat,cat,0.746678
dog,dog,0.596839
horse,cat,0.761722
car,car,0.479427
ship,plane,0.614635
plane,plane,0.63323
deer,deer,0.733407
ship,car,0.622019
bird,bird,0.888342
horse,horse,0.771091
horse,horse,0.477102
plane,plane,0.975922
bird,deer,0.501314
bird,cat,0.260016
deer,deer,0.652044
cat,dog,0.517373
cat,dog,0.443019
car,truck,0.632898
frog,cat,0.313462
car,plane,0.281518
frog,frog,0.376669
deer,deer,0.918322
frog,frog,0.893419
horse,horse,0.784167
deer,frog,0.579404
horse,dog,0.56055
cat,deer,0.741673
ship,ship,0.965051
car,car,0.998695
cat,dog,0.405753
car,car,0.6033
deer,deer,0.734709
frog,frog,0.586627
dog,horse,0.646315
dog,ship,0.448358
horse,horse,0.944843
deer,plane,0.347508
dog,dog,0.694324
deer,deer,0.374655
truck,truck,0.978771
horse,deer,0.477347
horse,horse,0.995732
bird,bird,0.56237
cat,dog,0.43039
cat,frog,0.571217
frog,frog,0.347484
horse,horse,0.986851
deer,deer,0.771285
car,car,0.947996
frog,cat,0.449812
car,car,0.986626
plane,plane,0.443285
frog,deer,0.54482
truck,truck,0.710734
frog,frog,0.455936
plane,plane,0.51469
bird,bird,0.313208
plane,plane,0.973803
bird,deer,0.660069
deer,deer,0.321472
horse,horse,0.943645
plane,plane,0.831092
plane,plane,0.919505
plane,plane,0.993539
plane,bird,0.658326
horse,deer,0.583975
dog,dog,0.914251
cat,cat,0.4458
bird,bird,0.555032
horse,horse,0.947896
ship,ship,0.999184
dog,cat,0.607689
dog,dog,0.445662
bird,plane,0.302277
bird,bird,0.929616
ship,ship,0.918429
truck,car,0.593062
car,car,0.990107
bird,frog,0.718829
bird,horse,0.782138
plane,plane,0.80386
cat,cat,0.854891
deer,deer,0.837662
truck,truck,0.855356
car,plane,0.360917
frog,frog,0.840541
truck,plane,0.798977
plane,ship,0.586393
ship,ship,0.783249
cat,cat,0.653549
frog,frog,0.563545
deer,deer,0.42266
frog,frog,0.900365
horse,horse,0.998182
dog,dog,0.769868
car,car,0.526054
ship,ship,0.983421
truck,plane,0.600025
plane,plane,0.993247
dog,cat,0.308774
plane,bird,0.476324
dog,cat,0.450957
deer,dog,0.61327
cat,cat,0.552673
ship,ship,0.930369
dog,horse,0.8405
bird,deer,0.325462
plane,plane,0.987874
ship,plane,0.48678
dog,dog,0.649393
truck,truck,0.666039
bird,bird,0.257039
dog,cat,0.701802
frog,frog,0.869709
dog,horse,0.366966
horse,horse,0.994207
cat,horse,0.325748
horse,horse,0.999358
bird,bird,0.685463
ship,ship,0.717652
ship,plane,0.890338
deer,deer,0.524084
bird,bird,0.838618
car,horse,0.261281
frog,frog,0.98179
bird,horse,0.384382
truck,truck,0.94747
truck,truck,0.885087
ship,ship,0.995179
bird,frog,0.746319
cat,frog,0.258491
car,truck,0.67955
plane,plane,0.931389
dog,horse,0.700759
bird,bird,0.649977
cat,deer,0.37751
horse,horse,0.7553
truck,truck,0.914582
dog,horse,0.602842
truck,horse,0.339183
car,truck,0.648889
car,truck,0.968288
cat,cat,0.385781
bird,dog,0.580993
horse,horse,0.997578
deer,bird,0.647825
deer,deer,0.86086
car,car,0.973681
truck,truck,0.307955
deer,deer,0.944962
dog,bird,0.385136
dog,bird,0.521343
bird,car,0.844634
horse,dog,0.259055
horse,horse,0.44756
frog,deer,0.313529
car,plane,0.624933
bird,dog,0.352222
cat,cat,0.607464
horse,cat,0.261362
dog,dog,0.565987
deer,deer,0.911089
cat,cat,0.378734
horse,horse,0.998224
horse,horse,0.947371
plane,plane,0.48992
plane,plane,0.5515
car,car,0.902492
deer,deer,0.7069
deer,horse,0.671697
cat,truck,0.979939
horse,frog,0.391236
truck,truck,0.802109
ship,ship,0.949736
horse,horse,0.997521
plane,plane,0.999965
truck,truck,0.975327
plane,truck,0.458454
cat,cat,0.484248
horse,horse,0.999058
frog,frog,0.659605
cat,cat,0.571685
ship,ship,0.959018
deer,deer,0.342619
dog,ship,0.859505
frog,frog,0.93919
dog,dog,0.809998
cat,bird,0.27869
deer,deer,0.979118
bird,ship,0.232387
truck,truck,0.983635
bird,cat,0.384486
deer,deer,0.591152
truck,horse,0.607658
bird,cat,0.344949
plane,plane,0.961532
car,car,0.996764
car,horse,0.272883
cat,ship,0.435562
horse,horse,0.739753
truck,truck,0.724909
dog,dog,0.380859
car,car,0.899573
frog,frog,0.869078
plane,plane,0.622706
cat,horse,0.514122
cat,deer,0.351313
horse,horse,0.681174
bird,bird,0.575458
deer,deer,0.651835
dog,dog,0.931954
bird,deer,0.518624
cat,bird,0.404914
frog,frog,0.995569
cat,truck,0.276517
cat,cat,0.749639
plane,plane,0.995826
deer,bird,0.578832
deer,cat,0.303923
cat,ship,0.505797
ship,ship,0.979253
car,plane,0.711595
bird,bird,0.672182
cat,cat,0.763771
bird,bird,0.389064
horse,deer,0.657761
car,truck,0.388053
deer,cat,0.401506
dog,deer,0.249053
frog,frog,0.630837
ship,deer,0.37428
frog,car,0.524256
frog,frog,0.247386
dog,dog,0.806456
deer,frog,0.586981
bird,bird,0.431136
truck,truck,0.993721
truck,horse,0.695584
cat,dog,0.430116
bird,bird,0.527359
plane,plane,0.634321
deer,horse,0.50147
car,truck,0.435698
dog,deer,0.437962
dog,cat,0.35824
frog,frog,0.386713
frog,frog,0.74134
dog,dog,0.968827
frog,frog,0.974509
truck,truck,0.814971
horse,cat,0.451511
truck,ship,0.675975
deer,deer,0.729021
ship,ship,0.84303
cat,cat,0.456529
car,car,0.900281
truck,truck,0.986844
ship,plane,0.327923
car,car,0.536072
truck,car,0.440769
plane,plane,0.724979
cat,cat,0.549078
plane,plane,0.355191
deer,deer,0.924307
horse,horse,0.333255
horse,horse,0.992799
bird,bird,0.952689
frog,deer,0.424048
dog,dog,0.766516
frog,frog,0.670405
truck,truck,0.787434
horse,cat,0.407168
horse,horse,0.589618
dog,dog,0.499904
horse,bird,0.248031
plane,deer,0.842766
ship,ship,0.996115
frog,frog,0.985164
horse,dog,0.649068
ship,ship,0.999372
cat,cat,0.473038
ship,frog,0.330004
truck,truck,0.862665
cat,cat,0.746568
bird,bird,0.680892
truck,truck,0.526206
bird,cat,0.323227
horse,horse,0.908355
deer,deer,0.740894
car,truck,0.541612
truck,truck,0.825642
horse,dog,0.597213
plane,plane,0.691965
ship,horse,0.277206
car,car,0.996742
bird,deer,0.598879
plane,plane,0.851157
frog,dog,0.42168
dog,dog,0.969783
car,plane,0.770572
deer,deer,0.990526
bird,bird,0.540402
ship,ship,0.988195
bird,bird,0.576755
ship,ship,0.936247
cat,cat,0.728653
cat,horse,0.87565
car,car,0.99472
deer,deer,0.377862
truck,car,0.647817
ship,ship,0.869241
car,car,0.997674
car,car,0.967123
horse,dog,0.483135
truck,truck,0.965628
truck,truck,0.781487
deer,deer,0.899552
frog,frog,0.591041
ship,ship,0.408329
dog,dog,0.918222
cat,cat,0.512753
bird,bird,0.578505
bird,bird,0.380934
cat,horse,0.50844
ship,ship,0.850019
dog,dog,0.504543
car,car,0.81705
truck,truck,0.673305
horse,horse,0.475719
truck,truck,0.993857
car,car,0.842769
dog,horse,0.369429
cat,cat,0.637402
car,car,0.51986
plane,plane,0.99734
cat,cat,0.612455
ship,ship,0.997821
truck,car,0.636778
bird,horse,0.427756
plane,plane,0.761967
ship,ship,0.646889
plane,ship,0.803411
horse,ship,0.843585
truck,truck,0.458589
deer,deer,0.734993
ship,ship,0.986264
cat,frog,0.331888
plane,plane,0.858934
horse,horse,0.625972
plane,car,0.708809
horse,horse,0.983477
plane,plane,0.963428
dog,dog,0.636494
dog,dog,0.444263
deer,deer,0.901268
cat,cat,0.561514
plane,plane,0.918002
truck,truck,0.924507
truck,bird,0.383506
plane,plane,0.681315
bird,frog,0.27156
bird,plane,0.281285
plane,plane,0.98497
ship,ship,0.998552
deer,horse,0.369007
deer,deer,0.982884
dog,dog,0.831717
bird,bird,0.573143
bird,plane,0.727919
car,ship,0.928209
car,deer,0.300857
dog,cat,0.691548
dog,deer,0.515798
deer,deer,0.650022
cat,cat,0.499306
deer,deer,0.50528
plane,plane,0.785833
ship,ship,0.932598
deer,deer,0.795161
ship,ship,0.722328
bird,dog,0.581238
dog,dog,0.468519
frog,frog,0.829574
dog,dog,0.900884
car,car,0.999518
horse,horse,0.954677
bird,bird,0.660173
deer,ship,0.271528
plane,bird,0.427299
dog,dog,0.720822
frog,frog,0.995437
ship,ship,0.966199
horse,horse,0.989603
frog,frog,0.996315
cat,cat,0.492859
car,ship,0.377893
cat,dog,0.634827
frog,truck,0.434594
frog,frog,0.726196
deer,bird,0.408479
dog,horse,0.569366
dog,dog,0.748479
dog,dog,0.726984
car,car,0.912174
ship,ship,0.811686
horse,horse,0.853485
cat,cat,0.514737
plane,plane,0.966144
bird,cat,0.302697
dog,horse,0.718414
car,car,0.99992
car,car,0.911926
car,truck,0.927986
frog,car,0.507174
horse,cat,0.39908
bird,truck,0.3102
car,truck,0.668642
bird,bird,0.620123
cat,cat,0.734895
truck,ship,0.571574
ship,ship,0.987811
cat,dog,0.393049
car,car,0.876622
horse,horse,0.998826
deer,deer,0.372384
ship,cat,0.408383
deer,cat,0.273105
horse,horse,0.681227
dog,dog,0.846709
ship,ship,0.814693
frog,cat,0.775518
plane,plane,0.937204
cat,cat,0.494861
plane,plane,0.716493
ship,ship,0.621426
cat,bird,0.818788
deer,cat,0.654342
deer,ship,0.977437
truck,truck,0.46209
deer,deer,0.772024
frog,frog,0.975475
car,car,0.905003
dog,horse,0.45485
horse,horse,0.694026
horse,horse,0.335702
truck,truck,0.922626
plane,bird,0.785497
car,car,0.775715
cat,cat,0.295672
car,car,0.584142
cat,cat,0.395074
bird,plane,0.825104
deer,plane,0.336074
plane,plane,0.958599
horse,horse,0.527382
ship,car,0.566431
cat,deer,0.407234
car,car,0.990928
frog,deer,0.520394
bird,bird,0.618177
car,car,0.857992
ship,ship,0.90197
ship,car,0.540587
car,car,0.547709
truck,truck,0.989202
horse,horse,0.829025
dog,bird,0.287561
cat,cat,0.443818
bird,cat,0.261044
truck,truck,0.977764
plane,ship,0.909651
frog,frog,0.859495
ship,ship,0.938964
deer,horse,0.359067
car,plane,0.500715
dog,horse,0.513788
horse,horse,0.718372
bird,bird,0.621558
deer,horse,0.320902
horse,horse,0.998964
plane,dog,0.185292
deer,deer,0.842321
truck,truck,0.999381
plane,plane,0.654388
horse,horse,0.999977
plane,plane,0.683199
frog,frog,0.685748
horse,horse,0.999435
car,car,0.872708
ship,ship,0.800398
dog,cat,0.55227
ship,cat,0.234679
ship,ship,0.819831
horse,dog,0.847416
plane,plane,0.911704
plane,plane,0.923033
cat,cat,0.447107
bird,plane,0.562247
dog,dog,0.463818
horse,horse,0.465121
plane,plane,0.504912
frog,frog,0.766556
deer,deer,0.716702
deer,deer,0.542756
truck,truck,0.623082
car,car,0.333532
ship,ship,0.681545
frog,frog,0.600771
cat,cat,0.820282
truck,truck,0.849056
deer,frog,0.636189
truck,truck,0.996676
cat,cat,0.487656
cat,cat,0.86571
horse,horse,0.707286
dog,dog,0.451999
truck,horse,0.333222
horse,horse,0.999612
horse,horse,0.444993
deer,deer,0.66221
dog,dog,0.788141
ship,ship,0.900471
bird,deer,0.452001
ship,ship,0.871747
truck,truck,0.968433
dog,dog,0.393192
cat,cat,0.644252
car,car,0.977514
truck,truck,0.76908
bird,bird,0.420909
bird,bird,0.267271
plane,plane,0.384996
car,car,0.569695
car,truck,0.498864
ship,ship,0.997985
car,car,0.940917
car,car,0.999566
truck,plane,0.389646
ship,ship,0.982739
truck,truck,0.990205
truck,truck,0.992822
plane,plane,0.594332
bird,dog,0.502158
frog,deer,0.566325
truck,truck,0.879101
car,car,0.809877
truck,truck,0.859592
plane,bird,0.949077
car,truck,0.332121
truck,car,0.741281
bird,bird,0.563315
truck,plane,0.318304
truck,ship,0.688895
truck,truck,0.7867
plane,car,0.471279
truck,truck,0.505779
truck,truck,0.849233
bird,bird,0.326559
car,car,0.999061
horse,horse,0.999906
plane,plane,0.521332
dog,bird,0.583727
frog,frog,0.639535
cat,cat,0.444197
truck,truck,0.869626
ship,ship,0.986621
cat,cat,0.407345
plane,plane,0.756917
bird,cat,0.698075
horse,horse,0.654436
horse,horse,0.987257
deer,deer,0.65448
ship,ship,0.523287
cat,cat,0.340114
plane,plane,0.645715
dog,deer,0.406546
bird,deer,0.737801
cat,dog,0.496828
dog,cat,0.299783
horse,cat,0.53327
frog,frog,0.611807
frog,plane,0.602322
frog,frog,0.933156
dog,horse,0.655846
frog,cat,0.659355
dog,bird,0.390057
deer,deer,0.986513
dog,cat,0.321894
ship,ship,0.912146
ship,bird,0.515318
plane,plane,0.690567
truck,truck,0.928177
horse,cat,0.250379
truck,truck,0.954148
plane,ship,0.546751
frog,frog,0.827838
truck,car,0.536773
frog,cat,0.51824
car,car,0.953649
deer,cat,0.231945
horse,horse,0.989234
truck,horse,0.589108
plane,frog,0.368208
cat,truck,0.801824
dog,dog,0.678283
deer,deer,0.678293
horse,horse,0.99051
frog,frog,0.878042
truck,truck,0.991101
ship,plane,0.906088
bird,deer,0.674664
cat,plane,0.440309
truck,ship,0.475985
cat,dog,0.318419
cat,ship,0.34509
horse,horse,0.90148
ship,ship,0.922246
cat,cat,0.659441
dog,cat,0.369845
dog,bird,0.41313
truck,car,0.513811
frog,frog,0.987583
car,car,0.765801
deer,plane,0.720339
horse,horse,0.998609
deer,cat,0.399358
ship,ship,0.984604
horse,horse,0.541657
horse,horse,0.963139
car,ship,0.350224
cat,dog,0.579074
plane,plane,0.970248
cat,cat,0.315948
bird,deer,0.835498
dog,dog,0.567024
deer,deer,0.775713
truck,ship,0.757187
cat,cat,0.648849
dog,horse,0.457279
deer,deer,0.962183
horse,horse,0.986097
plane,plane,0.33157
cat,cat,0.757508
horse,horse,0.764979
plane,plane,0.954598
bird,cat,0.295378
car,car,0.713444
dog,ship,0.529882
ship,ship,0.983922
horse,horse,0.97749
cat,cat,0.936024
dog,dog,0.765446
horse,horse,0.99101
ship,ship,0.899403
dog,dog,0.478915
horse,horse,0.98613
ship,ship,0.86885
car,truck,0.581483
dog,deer,0.592716
deer,deer,0.403848
horse,horse,0.991494
plane,plane,0.814896
ship,plane,0.490484
cat,dog,0.472009
bird,bird,0.826472
truck,plane,0.244658
horse,cat,0.306272
deer,deer,0.578677
car,ship,0.565648
frog,frog,0.922879
dog,dog,0.516663
truck,ship,0.531579
ship,ship,0.958102
dog,dog,0.851949
dog,dog,0.737665
deer,deer,0.540404
car,car,0.997425
plane,plane,0.999595
truck,truck,0.451386
deer,deer,0.855163
deer,truck,0.420758
cat,cat,0.5801
plane,deer,0.308965
deer,deer,0.627302
ship,plane,0.585755
plane,plane,0.877149
ship,ship,0.927134
bird,bird,0.356167
truck,truck,0.998058
dog,dog,0.384566
truck,truck,0.990629
horse,horse,0.772151
deer,horse,0.568725
frog,deer,0.890342
horse,horse,0.382249
truck,dog,0.245008
bird,bird,0.889932
truck,truck,0.860494
cat,cat,0.556875
horse,horse,0.925341
horse,horse,0.994729
ship,plane,0.446182
bird,frog,0.252524
bird,dog,0.434089
plane,bird,0.335707
bird,dog,0.378631
dog,dog,0.843347
cat,frog,0.798276
frog,ship,0.711642
deer,deer,0.964015
horse,frog,0.329705
bird,bird,0.845767
cat,plane,0.387078
horse,horse,0.719916
ship,ship,0.968688
horse,horse,0.849467
bird,bird,0.847989
dog,bird,0.564686
plane,deer,0.616926
plane,plane,0.788059
horse,horse,0.600768
plane,bird,0.454923
truck,car,0.301922
frog,frog,0.871469
car,car,0.750681
plane,plane,0.262234
cat,horse,0.523773
truck,ship,0.679967
horse,horse,0.997028
deer,plane,0.549449
truck,truck,0.72983
car,car,0.962041
frog,bird,0.573261
ship,ship,0.896624
car,car,0.884676
bird,bird,0.537759
cat,cat,0.556903
cat,ship,0.55244
dog,ship,0.73548
deer,cat,0.570272
ship,dog,0.389605
truck,frog,0.368534
horse,horse,0.315285
deer,deer,0.867158
deer,dog,0.671304
car,car,0.969951
bird,truck,0.248792
deer,dog,0.629009
truck,truck,0.71629
ship,plane,0.67845
horse,horse,0.970748
truck,horse,0.980767
dog,dog,0.609191
car,car,0.841683
bird,dog,0.545449
car,car,0.970074
frog,bird,0.267574
frog,frog,0.988542
deer,deer,0.578708
dog,dog,0.538144
horse,dog,0.517348
deer,horse,0.531626
dog,cat,0.334867
ship,ship,0.988023
dog,dog,0.412791
bird,deer,0.39727
ship,ship,0.971995
horse,horse,0.508545
ship,ship,0.970237
bird,horse,0.675871
cat,cat,0.6507
frog,frog,0.611925
car,car,0.995992
cat,dog,0.930031
cat,cat,0.705403
car,plane,0.339962
dog,dog,0.621937
car,car,0.994109
truck,truck,0.986329
plane,bird,0.928566
truck,truck,0.714968
bird,bird,0.752001
plane,plane,0.774618
frog,ship,0.573861
bird,horse,0.88868
deer,frog,0.595286
ship,ship,0.961482
dog,dog,0.568111
horse,horse,0.991335
frog,frog,0.949692
car,car,0.955855
bird,bird,0.311818
truck,truck,0.99094
deer,deer,0.993925
dog,cat,0.797412
plane,bird,0.408525
cat,ship,0.771993
cat,dog,0.328645
horse,frog,0.250544
horse,deer,0.512245
horse,bird,0.190542
car,car,0.965024
deer,deer,0.951033
dog,cat,0.312609
plane,plane,0.421443
bird,cat,0.385407
ship,ship,0.944346
dog,dog,0.890794
plane,plane,0.85686
plane,plane,0.969299
frog,cat,0.318224
bird,dog,0.438729
plane,plane,0.610056
ship,ship,0.929281
deer,deer,0.920014
dog,dog,0.566217
deer,horse,0.600822
dog,horse,0.562614
frog,frog,0.679841
deer,ship,0.550833
horse,horse,0.998139
truck,truck,0.989395
deer,frog,0.668884
bird,cat,0.359775
plane,plane,0.980207
frog,cat,0.732754
deer,bird,0.687784
plane,dog,0.707899
plane,plane,0.994506
frog,dog,0.304086
deer,deer,0.430039
frog,frog,0.740008
car,deer,0.471396
truck,car,0.511385
dog,dog,0.751893
dog,cat,0.583112
bird,bird,0.889646
bird,bird,0.999587
frog,cat,0.405331
cat,deer,0.416749
deer,deer,0.885226
dog,dog,0.627357
truck,truck,0.568248
car,car,0.987646
horse,cat,0.487781
bird,bird,0.439231
cat,cat,0.495803
truck,truck,0.840902
frog,frog,0.785645
dog,dog,0.523854
plane,plane,0.993826
bird,bird,0.456729
truck,truck,0.644455
horse,dog,0.368337
car,car,0.999884
horse,horse,0.913039
bird,bird,0.928813
bird,frog,0.232864
plane,plane,0.825455
ship,bird,0.530414
frog,frog,0.687299
deer,deer,0.882271
cat,cat,0.552866
bird,bird,0.687142
horse,horse,0.421414
horse,horse,0.502546
plane,plane,0.967425
deer,deer,0.857353
car,ship,0.871342
frog,frog,0.946588
dog,dog,0.92404
car,truck,0.534815
cat,truck,0.517291
plane,deer,0.400528
cat,cat,0.369716
truck,car,0.552156
plane,plane,0.758482
plane,deer,0.351178
bird,dog,0.492624
dog,plane,0.739045
plane,frog,0.420012
deer,ship,0.647743
plane,plane,0.91868
car,car,0.555005
truck,car,0.99056
ship,ship,0.489777
deer,dog,0.32628
truck,truck,0.961762
deer,dog,0.527054
bird,cat,0.642602
deer,deer,0.928156
cat,cat,0.860876
cat,car,0.23677
deer,deer,0.77778
plane,ship,0.897677
deer,deer,0.958118
cat,cat,0.295673
bird,dog,0.48396
ship,ship,0.998157
truck,truck,0.999378
car,bird,0.371605
dog,dog,0.432483
ship,ship,0.578881
car,car,0.986991
ship,ship,0.887395
bird,bird,0.435068
deer,frog,0.507813
dog,deer,0.556828
bird,deer,0.446711
deer,deer,0.740641
car,car,0.831088
car,truck,0.513449
frog,frog,0.455429
frog,frog,0.936188
ship,truck,0.847749
dog,plane,0.227894
bird,bird,0.420959
bird,cat,0.29467
dog,dog,0.855179
plane,plane,0.984409
ship,plane,0.780445
bird,bird,0.931511
cat,truck,0.217811
frog,frog,0.611481
bird,bird,0.846591
truck,truck,0.99964
frog,frog,0.98608
car,car,0.427127
deer,deer,0.935116
dog,cat,0.520797
truck,truck,0.985316
plane,plane,0.981111
car,car,0.872887
plane,deer,0.626288
plane,plane,0.876539
ship,ship,0.919929
car,car,0.68538
car,truck,0.55833
frog,deer,0.52706
frog,frog,0.957211
truck,ship,0.392734
dog,dog,0.791449
deer,deer,0.789298
car,truck,0.995945
horse,dog,0.769849
ship,ship,0.9622
frog,frog,0.95712
truck,plane,0.650779
car,car,0.978138
horse,horse,0.857296
frog,frog,0.998274
plane,plane,0.994911
truck,frog,0.43808
cat,cat,0.517178
dog,frog,0.359579
cat,cat,0.621135
bird,bird,0.837217
dog,horse,0.305265
cat,cat,0.437839
deer,horse,0.602718
truck,plane,0.292725
horse,cat,0.377813
car,ship,0.587487
deer,deer,0.299914
deer,deer,0.734591
frog,frog,0.786877
car,car,0.980164
cat,cat,0.566892
ship,ship,0.994482
ship,ship,0.990361
plane,ship,0.185617
frog,frog,0.989642
horse,horse,0.912647
horse,horse,0.997979
frog,frog,0.961231
horse,horse,0.950325
bird,bird,0.690719
cat,dog,0.962407
bird,bird,0.772838
bird,deer,0.676042
frog,frog,0.554214
bird,bird,0.999218
horse,horse,0.995851
deer,bird,0.74596
plane,cat,0.30157
cat,cat,0.580853
frog,frog,0.800162
bird,bird,0.817499
frog,frog,0.44861
cat,cat,0.687634
cat,bird,0.341009
plane,deer,0.760439
truck,truck,0.681139
dog,ship,0.700058
car,car,0.642651
car,car,0.981021
dog,dog,0.904525
cat,dog,0.504603
frog,bird,0.683774
deer,bird,0.777676
cat,cat,0.756692
deer,plane,0.542424
car,car,0.511572
plane,plane,0.437086
deer,plane,0.813999
dog,cat,0.560025
dog,dog,0.429882
bird,deer,0.42469
ship,ship,0.807328
truck,truck,0.982092
deer,deer,0.974784
cat,cat,0.805583
car,plane,0.793757
ship,ship,0.969004
plane,truck,0.682426
car,car,0.850971
cat,deer,0.359136
cat,cat,0.625118
deer,deer,0.807569
deer,frog,0.490714
bird,frog,0.950226
truck,car,0.469528
horse,horse,0.997285
frog,bird,0.638724
ship,ship,0.78387
car,car,0.628746
ship,ship,0.987324
truck,truck,0.958915
car,truck,0.910289
cat,cat,0.626755
car,truck,0.657593
horse,horse,0.6398
cat,cat,0.400447
plane,plane,0.793535
plane,plane,0.971204
bird,bird,0.465953
ship,ship,0.350781
cat,dog,0.631346
truck,truck,0.615481
bird,bird,0.246777
horse,horse,0.44113
bird,deer,0.397749
frog,frog,0.982548
plane,plane,0.901809
car,car,0.965229
frog,frog,0.890749
car,car,0.996769
frog,frog,0.956127
horse,horse,0.513654
dog,dog,0.818405
dog,dog,0.771588
bird,bird,0.383074
dog,dog,0.448057
truck,truck,0.86069
deer,deer,0.8443
plane,plane,0.711372
bird,ship,0.790639
cat,bird,0.307246
deer,deer,0.906064
truck,car,0.750899
deer,deer,0.397164
car,car,0.79465
plane,ship,0.892011
plane,bird,0.542545
bird,bird,0.657073
cat,dog,0.445596
ship,ship,0.793341
truck,truck,0.619617
bird,bird,0.920861
ship,ship,0.961105
truck,car,0.589364
dog,horse,0.778719
horse,horse,0.471743
truck,truck,0.833759
car,car,0.996966
deer,deer,0.647178
frog,bird,0.399057
bird,bird,0.623805
ship,ship,0.932593
deer,frog,0.374548
deer,dog,0.43024
ship,ship,0.968532
truck,truck,0.828387
cat,dog,0.713113
car,car,0.995997
car,car,0.485696
frog,frog,0.957078
dog,deer,0.422062
ship,truck,0.534908
deer,deer,0.756201
frog,cat,0.547803
deer,frog,0.268804
dog,horse,0.472988
bird,bird,0.648594
frog,deer,0.956081
deer,deer,0.395963
bird,bird,0.826159
cat,dog,0.389166
car,cat,0.27229
cat,cat,0.460391
frog,frog,0.987914
ship,ship,0.934148
dog,cat,0.482559
bird,bird,0.999282
bird,plane,0.394838
horse,horse,0.999732
car,car,0.756112
frog,bird,0.683567
bird,bird,0.714574
dog,cat,0.388621
truck,truck,0.977721
bird,frog,0.366766
ship,ship,0.956624
car,truck,0.85008
frog,frog,0.776696
truck,plane,0.511312
bird,cat,0.779237
horse,horse,0.600747
dog,cat,0.277066
cat,cat,0.641983
bird,bird,0.716383
truck,truck,0.948745
horse,horse,0.733387
plane,plane,0.998871
bird,bird,0.296461
truck,truck,0.853755
cat,cat,0.731057
deer,horse,0.662648
car,car,0.994346
horse,frog,0.670874
truck,truck,0.615783
dog,dog,0.506392
ship,ship,0.837046
truck,truck,0.627137
horse,horse,0.920955
cat,car,0.803734
deer,cat,0.416029
plane,deer,0.563572
truck,ship,0.608625
horse,horse,0.974155
deer,ship,0.309071
bird,bird,0.648479
deer,deer,0.807146
horse,horse,0.999466
plane,plane,0.504872
car,ship,0.776076
ship,ship,0.946012
car,car,0.949663
plane,ship,0.494349
deer,deer,0.498708
frog,frog,0.655924
car,ship,0.936865
truck,truck,0.872394
truck,truck,0.913862
bird,plane,0.980879
car,ship,0.657777
bird,dog,0.896529
dog,cat,0.423991
frog,frog,0.85646
truck,truck,0.613929
horse,horse,0.725892
horse,horse,0.616537
cat,bird,0.377833
deer,cat,0.308158
bird,bird,0.970183
plane,plane,0.985383
bird,bird,0.580497
dog,horse,0.65942
frog,deer,0.340129
horse,cat,0.518697
cat,dog,0.675263
horse,horse,0.998192
truck,dog,0.617061
deer,deer,0.733828
bird,horse,0.363334
plane,plane,0.576836
frog,frog,0.910727
car,car,0.999352
horse,horse,0.967857
dog,dog,0.731808
frog,frog,0.6568
dog,dog,0.960974
cat,horse,0.521871
truck,truck,0.704185
bird,bird,0.529464
horse,horse,0.928102
ship,ship,0.994609
dog,cat,0.480734
truck,truck,0.997817
dog,deer,0.698542
ship,plane,0.485877
dog,dog,0.348019
deer,deer,0.807139
cat,dog,0.496314
horse,horse,0.999905
truck,truck,0.640828
ship,ship,0.949731
car,car,0.76497
bird,horse,0.335032
bird,deer,0.875556
ship,ship,0.603003
truck,truck,0.956312
cat,plane,0.244664
plane,plane,0.624004
