gt,pred,score
Intubation,Intubation,0.936807
Intubation,ChestTube,0.523925
ChestTube,BloodPressureCuff,0.303208
CheckVitals,BloodPressureCuff,0.330198
Tourniquet,PlaceIV,0.777641
CheckVitals,ChestTube,0.358983
CPR,Bagging,0.921013
Tourniquet,Tourniquet,0.922224
CheckVitals,Tourniquet,0.618321
CPR,CPR,0.993394
OralAirway,OralAirway,0.724205
CheckVitals,CheckVitals,0.756866
OralAirway,OralAirway,0.528603
OralAirway,OralAirway,0.73806
Tourniquet,Tourniquet,0.894059
BloodPressureCuff,BloodPressureCuff,0.991663
Tourniquet,Bagging,0.677999
ChestTube,CheckVitals,0.54399
Tourniquet,Tourniquet,0.997248
Intubation,Intubation,0.986833
Tourniquet,Tourniquet,0.600764
OralAirway,OralAirway,0.8381
BloodPressureCuff,Intubation,0.501655
Intubation,BloodPressureCuff,0.640909
Bagging,Bagging,0.938213
OralAirway,CheckVitals,0.386347
Bagging,Bagging,0.983444
WrapWound,WrapWound,0.8337
Bagging,Bagging,0.997875
Intubation,OralAirway,0.477471
BloodPressureCuff,BloodPressureCuff,0.537846
ChestTube,ChestTube,0.774724
Tourniquet,Tourniquet,0.991603
WrapWound,CheckVitals,0.498664
Tourniquet,Tourniquet,0.969592
ChestTube,Tourniquet,0.68388
CPR,CPR,0.809165
CheckVitals,CheckVitals,0.494939
OralAirway,OralAirway,0.846537
OralAirway,OralAirway,0.601745
Intubation,Intubation,0.515792
PlaceIV,PlaceIV,0.99735
Intubation,Intubation,0.427958
OralAirway,OralAirway,0.653412
OralAirway,OralAirway,0.780171
BloodPressureCuff,WrapWound,0.357884
Intubation,ChestTube,0.701391
Bagging,BloodPressureCuff,0.515737
OralAirway,OralAirway,0.994291
ChestTube,ChestTube,0.277717
CPR,CPR,0.98866
Intubation,Intubation,0.936573
WrapWound,WrapWound,0.932595
Bagging,Bagging,0.679436
CPR,CPR,0.775799
PlaceIV,PlaceIV,0.939524
Intubation,WrapWound,0.403667
Bagging,Bagging,0.65465
PlaceIV,PlaceIV,0.988443
OralAirway,OralAirway,0.610298
CheckVitals,ChestTube,0.458568
CheckVitals,CheckVitals,0.463755
BloodPressureCuff,Tourniquet,0.896357
CheckVitals,ChestTube,0.511274
PlaceIV,PlaceIV,0.962499
Intubation,ChestTube,0.51705
ChestTube,ChestTube,0.574963
WrapWound,WrapWound,0.687539
CPR,CPR,0.668285
PlaceIV,PlaceIV,0.783698
Tourniquet,Bagging,0.815324
BloodPressureCuff,BloodPressureCuff,0.915358
Intubation,WrapWound,0.874173
CheckVitals,OralAirway,0.295642
Tourniquet,Tourniquet,0.992842
Bagging,Bagging,0.781171
Tourniquet,BloodPressureCuff,0.316183
ChestTube,ChestTube,0.399067
BloodPressureCuff,Bagging,0.667515
BloodPressureCuff,BloodPressureCuff,0.995989
PlaceIV,Bagging,0.259254
WrapWound,ChestTube,0.401704
CheckVitals,WrapWound,0.429622
CheckVitals,PlaceIV,0.915905
Bagging,Bagging,0.971192
CPR,Bagging,0.807014
OralAirway,OralAirway,0.599501
BloodPressureCuff,BloodPressureCuff,0.630611
CPR,CPR,0.894724
ChestTube,PlaceIV,0.535928
OralAirway,OralAirway,0.660615
CheckVitals,CheckVitals,0.784154
Intubation,BloodPressureCuff,0.651079
WrapWound,WrapWound,0.987234
BloodPressureCuff,BloodPressureCuff,0.681209
Bagging,Bagging,0.905338
Bagging,Bagging,0.996735
WrapWound,CheckVitals,0.583282
CheckVitals,WrapWound,0.515693
CheckVitals,OralAirway,0.528653
Intubation,OralAirway,0.595899
Tourniquet,Bagging,0.472489
PlaceIV,PlaceIV,0.974879
ChestTube,CheckVitals,0.404974
CPR,CPR,0.987846
WrapWound,OralAirway,0.723872
BloodPressureCuff,CPR,0.431672
ChestTube,CheckVitals,0.606686
Tourniquet,Tourniquet,0.987442
Tourniquet,Tourniquet,0.974566
OralAirway,OralAirway,0.393154
ChestTube,ChestTube,0.787836
Tourniquet,Tourniquet,0.693287
OralAirway,OralAirway,0.718894
Bagging,Bagging,0.696088
CheckVitals,ChestTube,0.373563
CheckVitals,ChestTube,0.629927
Intubation,PlaceIV,0.763285
ChestTube,OralAirway,0.567563
CPR,CPR,0.998705
Tourniquet,Tourniquet,0.919522
ChestTube,ChestTube,0.936139
ChestTube,OralAirway,0.721484
Bagging,CPR,0.634735
CPR,Bagging,0.240629
Bagging,Bagging,0.981143
Tourniquet,Tourniquet,0.983556
PlaceIV,PlaceIV,0.664045
BloodPressureCuff,BloodPressureCuff,0.44541
WrapWound,CheckVitals,0.43422
CheckVitals,OralAirway,0.293361
Intubation,ChestTube,0.548087
BloodPressureCuff,BloodPressureCuff,0.509166
Intubation,OralAirway,0.44013
WrapWound,WrapWound,0.800011
Tourniquet,Tourniquet,0.350378
CheckVitals,CheckVitals,0.643795
Tourniquet,Tourniquet,0.362101
CPR,CPR,0.969825
WrapWound,CheckVitals,0.482325
WrapWound,PlaceIV,0.800443
PlaceIV,PlaceIV,0.598759
Intubation,Intubation,0.433767
WrapWound,Intubation,0.386042
CheckVitals,ChestTube,0.453107
Intubation,PlaceIV,0.345672
ChestTube,Intubation,0.234036
ChestTube,ChestTube,0.636521
Intubation,Intubation,0.869839
PlaceIV,PlaceIV,0.68098
ChestTube,PlaceIV,0.793075
Intubation,CheckVitals,0.332391
BloodPressureCuff,BloodPressureCuff,0.810395
Bagging,CPR,0.561726
BloodPressureCuff,Bagging,0.313738
PlaceIV,OralAirway,0.293332
PlaceIV,PlaceIV,0.999654
CPR,BloodPressureCuff,0.814486
PlaceIV,PlaceIV,0.815973
OralAirway,OralAirway,0.349891
BloodPressureCuff,BloodPressureCuff,0.912528
Intubation,BloodPressureCuff,0.467759
Intubation,Intubation,0.978572
WrapWound,WrapWound,0.989345
CPR,Tourniquet,0.560005
ChestTube,ChestTube,0.508988
Tourniquet,Tourniquet,0.841572
PlaceIV,PlaceIV,0.862911
WrapWound,WrapWound,0.849449
Intubation,Intubation,0.467063
PlaceIV,PlaceIV,0.99676
BloodPressureCuff,BloodPressureCuff,0.969198
ChestTube,ChestTube,0.551331
WrapWound,WrapWound,0.94653
BloodPressureCuff,BloodPressureCuff,0.957964
CPR,CPR,0.965341
CPR,CPR,0.991006
Bagging,Bagging,0.739539
OralAirway,CPR,0.381898
ChestTube,ChestTube,0.847213
CheckVitals,WrapWound,0.339969
CPR,CPR,0.708407
Intubation,CheckVitals,0.507406
OralAirway,OralAirway,0.74777
Bagging,Bagging,0.988847
Tourniquet,BloodPressureCuff,0.373844
Bagging,Bagging,0.877236
CPR,CPR,0.983811
PlaceIV,PlaceIV,0.930296
Intubation,Intubation,0.642491
PlaceIV,PlaceIV,0.533928
Intubation,OralAirway,0.64442
CheckVitals,ChestTube,0.406463
Intubation,ChestTube,0.889157
WrapWound,WrapWound,0.990874
PlaceIV,PlaceIV,0.346771
Tourniquet,BloodPressureCuff,0.300239
OralAirway,OralAirway,0.965745
BloodPressureCuff,BloodPressureCuff,0.995802
CPR,CPR,0.997821
BloodPressureCuff,BloodPressureCuff,0.942962
OralAirway,BloodPressureCuff,0.44837
ChestTube,CheckVitals,0.225938
BloodPressureCuff,BloodPressureCuff,0.997911
Bagging,Bagging,0.942754
BloodPressureCuff,BloodPressureCuff,0.8141
PlaceIV,OralAirway,0.345713
WrapWound,WrapWound,0.309504
CPR,CPR,0.814608
BloodPressureCuff,BloodPressureCuff,0.977917
Bagging,Bagging,0.958692
ChestTube,ChestTube,0.717684
Tourniquet,Tourniquet,0.783958
Intubation,OralAirway,0.521526
ChestTube,OralAirway,0.664947
OralAirway,Bagging,0.710467
OralAirway,PlaceIV,0.8476
Tourniquet,Tourniquet,0.740167
BloodPressureCuff,BloodPressureCuff,0.917645
WrapWound,WrapWound,0.991848
CPR,Intubation,0.33083
Intubation,OralAirway,0.41065
ChestTube,ChestTube,0.678246
CPR,CPR,0.948211
WrapWound,WrapWound,0.804891
PlaceIV,PlaceIV,0.606835
CPR,Tourniquet,0.48409
ChestTube,BloodPressureCuff,0.476233
Bagging,Bagging,0.954072
Bagging,Bagging,0.952814
BloodPressureCuff,BloodPressureCuff,0.991094
CheckVitals,Bagging,0.515218
Tourniquet,Tourniquet,0.998889
OralAirway,OralAirway,0.580804
BloodPressureCuff,PlaceIV,0.838721
CheckVitals,WrapWound,0.925031
OralAirway,OralAirway,0.893538
Tourniquet,BloodPressureCuff,0.794515
Intubation,Intubation,0.591603
OralAirway,Intubation,0.51442
CheckVitals,CheckVitals,0.567742
BloodPressureCuff,BloodPressureCuff,0.960358
WrapWound,Bagging,0.669944
OralAirway,WrapWound,0.771402
ChestTube,CheckVitals,0.250214
WrapWound,WrapWound,0.729205
WrapWound,CPR,0.564505
PlaceIV,PlaceIV,0.956335
Bagging,Bagging,0.994716
OralAirway,PlaceIV,0.494237
Bagging,BloodPressureCuff,0.339755
Bagging,Bagging,0.746175
CheckVitals,Intubation,0.260958
Intubation,OralAirway,0.592899
Bagging,Bagging,0.934472
BloodPressureCuff,CPR,0.779284
Intubation,Intubation,0.856647
ChestTube,CheckVitals,0.758902
WrapWound,WrapWound,0.946392
Bagging,Bagging,0.798112
PlaceIV,PlaceIV,0.69978
Bagging,Bagging,0.661154
Tourniquet,BloodPressureCuff,0.442053
Tourniquet,CPR,0.791604
BloodPressureCuff,Bagging,0.349254
WrapWound,OralAirway,0.72698
WrapWound,WrapWound,0.845939
Bagging,Bagging,0.944253
CPR,BloodPressureCuff,0.572841
CPR,CPR,0.6574
PlaceIV,ChestTube,0.45123
OralAirway,OralAirway,0.575009
OralAirway,CheckVitals,0.506795
Intubation,Bagging,0.64057
CheckVitals,WrapWound,0.349828
WrapWound,WrapWound,0.996268
Tourniquet,Tourniquet,0.88518
WrapWound,BloodPressureCuff,0.662112
Intubation,Intubation,0.708216
OralAirway,ChestTube,0.355031
CPR,CPR,0.54832
Bagging,Bagging,0.984038
Intubation,ChestTube,0.491583
CheckVitals,OralAirway,0.973178
CPR,Bagging,0.409258
WrapWound,OralAirway,0.388693
Bagging,Bagging,0.775045
WrapWound,WrapWound,0.986394
Bagging,Bagging,0.911728
ChestTube,ChestTube,0.866218
Tourniquet,Tourniquet,0.68348
BloodPressureCuff,BloodPressureCuff,0.841629
CPR,CPR,0.982142
BloodPressureCuff,BloodPressureCuff,0.936115
Intubation,Intubation,0.433794
Tourniquet,Tourniquet,0.904896
Intubation,BloodPressureCuff,0.561739
Tourniquet,Tourniquet,0.950351
BloodPressureCuff,BloodPressureCuff,0.941539
Tourniquet,Tourniquet,0.974898
PlaceIV,PlaceIV,0.910707
Bagging,Bagging,0.959168
ChestTube,CheckVitals,0.510156
BloodPressureCuff,BloodPressureCuff,0.789
WrapWound,CheckVitals,0.356094
WrapWound,WrapWound,0.753462
Bagging,Bagging,0.992235
CPR,CPR,0.61246
WrapWound,WrapWound,0.844571
ChestTube,ChestTube,0.366664
Bagging,Bagging,0.995416
PlaceIV,OralAirway,0.51862
Tourniquet,CPR,0.705811
Intubation,CheckVitals,0.197449
CPR,CPR,0.998778
WrapWound,WrapWound,0.904772
PlaceIV,OralAirway,0.8037
ChestTube,ChestTube,0.657013
WrapWound,WrapWound,0.354023
CheckVitals,CheckVitals,0.430885
BloodPressureCuff,BloodPressureCuff,0.23808
Tourniquet,BloodPressureCuff,0.695837
Bagging,Bagging,0.924396
Tourniquet,Tourniquet,0.925478
ChestTube,ChestTube,0.393515
Tourniquet,CheckVitals,0.38946
Tourniquet,Tourniquet,0.994227
Tourniquet,BloodPressureCuff,0.436731
CheckVitals,CheckVitals,0.31939
WrapWound,CheckVitals,0.473075
OralAirway,WrapWound,0.73926
OralAirway,OralAirway,0.861905
Bagging,Bagging,0.947415
Bagging,Bagging,0.4746
CPR,CPR,0.529837
PlaceIV,PlaceIV,0.588863
CheckVitals,BloodPressureCuff,0.567055
BloodPressureCuff,Bagging,0.328408
WrapWound,WrapWound,0.701355
Intubation,OralAirway,0.36549
OralAirway,OralAirway,0.440009
Bagging,Bagging,0.591938
Intubation,CheckVitals,0.350336
Intubation,Intubation,0.988927
Tourniquet,Tourniquet,0.32659
Intubation,Intubation,0.340458
Intubation,CheckVitals,0.630084
Tourniquet,Tourniquet,0.73276
PlaceIV,PlaceIV,0.959584
OralAirway,OralAirway,0.476444
CPR,CPR,0.880555
Tourniquet,CheckVitals,0.553436
CPR,CPR,0.790919
OralAirway,OralAirway,0.585912
CheckVitals,CheckVitals,0.410891
ChestTube,BloodPressureCuff,0.316161
CheckVitals,PlaceIV,0.68222
Bagging,Bagging,0.960645
Tourniquet,Tourniquet,0.48779
CheckVitals,CheckVitals,0.446391
WrapWound,ChestTube,0.323796
Intubation,Intubation,0.881883
BloodPressureCuff,BloodPressureCuff,0.509298
Bagging,WrapWound,0.674172
Tourniquet,Bagging,0.543461
BloodPressureCuff,WrapWound,0.522774
ChestTube,ChestTube,0.944625
CPR,CPR,0.989481
ChestTube,CPR,0.557547
Bagging,Tourniquet,0.541027
Intubation,CheckVitals,0.405833
CPR,CPR,0.916957
Intubation,Bagging,0.936595
CheckVitals,ChestTube,0.325641
Intubation,Intubation,0.636851
OralAirway,OralAirway,0.536457
Bagging,Bagging,0.956504
OralAirway,WrapWound,0.807779
BloodPressureCuff,BloodPressureCuff,0.567627
WrapWound,WrapWound,0.387343
OralAirway,OralAirway,0.363139
Intubation,OralAirway,0.697929
Tourniquet,Tourniquet,0.936269
Bagging,Bagging,0.991998
OralAirway,OralAirway,0.824703
PlaceIV,Tourniquet,0.918678
WrapWound,WrapWound,0.865463
Intubation,Intubation,0.578284
OralAirway,WrapWound,0.571403
PlaceIV,PlaceIV,0.79456
PlaceIV,PlaceIV,0.475502
WrapWound,WrapWound,0.997094
OralAirway,OralAirway,0.675075
Intubation,Intubation,0.47145
Intubation,Intubation,0.922427
CheckVitals,ChestTube,0.330681
Intubation,Intubation,0.624639
OralAirway,CheckVitals,0.353826
Tourniquet,OralAirway,0.456156
BloodPressureCuff,BloodPressureCuff,0.979116
BloodPressureCuff,OralAirway,0.281478
Tourniquet,WrapWound,0.341152
WrapWound,WrapWound,0.943107
ChestTube,PlaceIV,0.383899
Bagging,Bagging,0.965729
ChestTube,PlaceIV,0.56201
Intubation,CheckVitals,0.624379
OralAirway,WrapWound,0.407667
Bagging,Bagging,0.930773
Bagging,BloodPressureCuff,0.496329
WrapWound,WrapWound,0.433038
OralAirway,WrapWound,0.416178
ChestTube,ChestTube,0.653452
PlaceIV,PlaceIV,0.861708
WrapWound,WrapWound,0.955021
CheckVitals,ChestTube,0.780308
PlaceIV,CheckVitals,0.49009
BloodPressureCuff,BloodPressureCuff,0.833267
OralAirway,OralAirway,0.520262
BloodPressureCuff,Intubation,0.445349
ChestTube,Intubation,0.332506
Bagging,Bagging,0.886848
Intubation,ChestTube,0.358066
Bagging,Bagging,0.974227
BloodPressureCuff,BloodPressureCuff,0.983154
OralAirway,OralAirway,0.868393
Tourniquet,Tourniquet,0.708951
Intubation,ChestTube,0.85505
CheckVitals,ChestTube,0.406113
WrapWound,BloodPressureCuff,0.32155
Bagging,Bagging,0.973686
CPR,CPR,0.983259
WrapWound,WrapWound,0.986401
BloodPressureCuff,PlaceIV,0.563129
Bagging,Bagging,0.850711
OralAirway,PlaceIV,0.576218
CheckVitals,ChestTube,0.460555
CPR,CPR,0.986762
OralAirway,OralAirway,0.839212
ChestTube,Intubation,0.391736
Intubation,Intubation,0.977033
OralAirway,CheckVitals,0.435661
CheckVitals,ChestTube,0.562238
WrapWound,WrapWound,0.81737
BloodPressureCuff,BloodPressureCuff,0.972329
PlaceIV,PlaceIV,0.938257
CPR,CPR,0.96084
CheckVitals,CheckVitals,0.746678
ChestTube,ChestTube,0.596839
PlaceIV,CheckVitals,0.761722
CPR,CPR,0.479427
Bagging,BloodPressureCuff,0.614635
BloodPressureCuff,BloodPressureCuff,0.63323
OralAirway,OralAirway,0.733407
Bagging,CPR,0.622019
Intubation,Intubation,0.888342
PlaceIV,PlaceIV,0.771091
PlaceIV,PlaceIV,0.477102
BloodPressureCuff,BloodPressureCuff,0.975922
Intubation,OralAirway,0.501314
Intubation,CheckVitals,0.260016
OralAirway,OralAirway,0.652044
CheckVitals,ChestTube,0.517373
CheckVitals,ChestTube,0.443019
CPR,Tourniquet,0.632898
WrapWound,CheckVitals,0.313462
CPR,BloodPressureCuff,0.281518
WrapWound,WrapWound,0.376669
OralAirway,OralAirway,0.918322
WrapWound,WrapWound,0.893419
PlaceIV,PlaceIV,0.784167
OralAirway,WrapWound,0.579404
PlaceIV,ChestTube,0.56055
CheckVitals,OralAirway,0.741673
Bagging,Bagging,0.965051
CPR,CPR,0.998695
CheckVitals,ChestTube,0.405753
CPR,CPR,0.6033
OralAirway,OralAirway,0.734709
WrapWound,WrapWound,0.586627
ChestTube,PlaceIV,0.646315
ChestTube,Bagging,0.448358
PlaceIV,PlaceIV,0.944843
OralAirway,BloodPressureCuff,0.347508
ChestTube,ChestTube,0.694324
OralAirway,OralAirway,0.374655
Tourniquet,Tourniquet,0.978771
PlaceIV,OralAirway,0.477347
PlaceIV,PlaceIV,0.995732
Intubation,Intubation,0.56237
CheckVitals,ChestTube,0.43039
CheckVitals,WrapWound,0.571217
WrapWound,WrapWound,0.347484
PlaceIV,PlaceIV,0.986851
OralAirway,OralAirway,0.771285
CPR,CPR,0.947996
WrapWound,CheckVitals,0.449812
CPR,CPR,0.986626
BloodPressureCuff,BloodPressureCuff,0.443285
WrapWound,OralAirway,0.54482
Tourniquet,Tourniquet,0.710734
WrapWound,WrapWound,0.455936
BloodPressureCuff,BloodPressureCuff,0.51469
Intubation,Intubation,0.313208
BloodPressureCuff,BloodPressureCuff,0.973803
Intubation,OralAirway,0.660069
OralAirway,OralAirway,0.321472
PlaceIV,PlaceIV,0.943645
BloodPressureCuff,BloodPressureCuff,0.831092
BloodPressureCuff,BloodPressureCuff,0.919505
BloodPressureCuff,BloodPressureCuff,0.993539
BloodPressureCuff,Intubation,0.658326
PlaceIV,OralAirway,0.583975
ChestTube,ChestTube,0.914251
CheckVitals,CheckVitals,0.4458
Intubation,Intubation,0.555032
PlaceIV,PlaceIV,0.947896
Bagging,Bagging,0.999184
ChestTube,CheckVitals,0.607689
ChestTube,ChestTube,0.445662
Intubation,BloodPressureCuff,0.302277
Intubation,Intubation,0.929616
Bagging,Bagging,0.918429
Tourniquet,CPR,0.593062
CPR,CPR,0.990107
Intubation,WrapWound,0.718829
Intubation,PlaceIV,0.782138
BloodPressureCuff,BloodPressureCuff,0.80386
CheckVitals,CheckVitals,0.854891
OralAirway,OralAirway,0.837662
Tourniquet,Tourniquet,0.855356
CPR,BloodPressureCuff,0.360917
WrapWound,WrapWound,0.840541
Tourniquet,BloodPressureCuff,0.798977
BloodPressureCuff,Bagging,0.586393
Bagging,Bagging,0.783249
CheckVitals,CheckVitals,0.653549
WrapWound,WrapWound,0.563545
OralAirway,OralAirway,0.42266
WrapWound,WrapWound,0.900365
PlaceIV,PlaceIV,0.998182
ChestTube,ChestTube,0.769868
CPR,CPR,0.526054
Bagging,Bagging,0.983421
Tourniquet,BloodPressureCuff,0.600025
BloodPressureCuff,BloodPressureCuff,0.993247
ChestTube,CheckVitals,0.308774
BloodPressureCuff,Intubation,0.476324
ChestTube,CheckVitals,0.450957
OralAirway,ChestTube,0.61327
CheckVitals,CheckVitals,0.552673
Bagging,Bagging,0.930369
ChestTube,PlaceIV,0.8405
Intubation,OralAirway,0.325462
BloodPressureCuff,BloodPressureCuff,0.987874
Bagging,BloodPressureCuff,0.48678
ChestTube,ChestTube,0.649393
Tourniquet,Tourniquet,0.666039
Intubation,Intubation,0.257039
ChestTube,CheckVitals,0.701802
WrapWound,WrapWound,0.869709
ChestTube,PlaceIV,0.366966
PlaceIV,PlaceIV,0.994207
CheckVitals,PlaceIV,0.325748
PlaceIV,PlaceIV,0.999358
Intubation,Intubation,0.685463
Bagging,Bagging,0.717652
Bagging,BloodPressureCuff,0.890338
OralAirway,OralAirway,0.524084
Intubation,Intubation,0.838618
CPR,PlaceIV,0.261281
WrapWound,WrapWound,0.98179
Intubation,PlaceIV,0.384382
Tourniquet,Tourniquet,0.94747
Tourniquet,Tourniquet,0.885087
Bagging,Bagging,0.995179
Intubation,WrapWound,0.746319
CheckVitals,WrapWound,0.258491
CPR,Tourniquet,0.67955
BloodPressureCuff,BloodPressureCuff,0.931389
ChestTube,PlaceIV,0.700759
Intubation,Intubation,0.649977
CheckVitals,OralAirway,0.37751
PlaceIV,PlaceIV,0.7553
Tourniquet,Tourniquet,0.914582
ChestTube,PlaceIV,0.602842
Tourniquet,PlaceIV,0.339183
CPR,Tourniquet,0.648889
CPR,Tourniquet,0.968288
CheckVitals,CheckVitals,0.385781
Intubation,ChestTube,0.580993
PlaceIV,PlaceIV,0.997578
OralAirway,Intubation,0.647825
OralAirway,OralAirway,0.86086
CPR,CPR,0.973681
Tourniquet,Tourniquet,0.307955
OralAirway,OralAirway,0.944962
ChestTube,Intubation,0.385136
ChestTube,Intubation,0.521343
Intubation,CPR,0.844634
PlaceIV,ChestTube,0.259055
PlaceIV,PlaceIV,0.44756
WrapWound,OralAirway,0.313529
CPR,BloodPressureCuff,0.624933
Intubation,ChestTube,0.352222
CheckVitals,CheckVitals,0.607464
PlaceIV,CheckVitals,0.261362
ChestTube,ChestTube,0.565987
OralAirway,OralAirway,0.911089
CheckVitals,CheckVitals,0.378734
PlaceIV,PlaceIV,0.998224
PlaceIV,PlaceIV,0.947371
BloodPressureCuff,BloodPressureCuff,0.48992
BloodPressureCuff,BloodPressureCuff,0.5515
CPR,CPR,0.902492
OralAirway,OralAirway,0.7069
OralAirway,PlaceIV,0.671697
CheckVitals,Tourniquet,0.979939
PlaceIV,WrapWound,0.391236
Tourniquet,Tourniquet,0.802109
Bagging,Bagging,0.949736
PlaceIV,PlaceIV,0.997521
BloodPressureCuff,BloodPressureCuff,0.999965
Tourniquet,Tourniquet,0.975327
BloodPressureCuff,Tourniquet,0.458454
CheckVitals,CheckVitals,0.484248
PlaceIV,PlaceIV,0.999058
WrapWound,WrapWound,0.659605
CheckVitals,CheckVitals,0.571685
Bagging,Bagging,0.959018
OralAirway,OralAirway,0.342619
ChestTube,Bagging,0.859505
WrapWound,WrapWound,0.93919
ChestTube,ChestTube,0.809998
CheckVitals,Intubation,0.27869
OralAirway,OralAirway,0.979118
Intubation,Bagging,0.232387
Tourniquet,Tourniquet,0.983635
Intubation,CheckVitals,0.384486
OralAirway,OralAirway,0.591152
Tourniquet,PlaceIV,0.607658
Intubation,CheckVitals,0.344949
BloodPressureCuff,BloodPressureCuff,0.961532
CPR,CPR,0.996764
CPR,PlaceIV,0.272883
CheckVitals,Bagging,0.435562
PlaceIV,PlaceIV,0.739753
Tourniquet,Tourniquet,0.724909
ChestTube,ChestTube,0.380859
CPR,CPR,0.899573
WrapWound,WrapWound,0.869078
BloodPressureCuff,BloodPressureCuff,0.622706
CheckVitals,PlaceIV,0.514122
CheckVitals,OralAirway,0.351313
PlaceIV,PlaceIV,0.681174
Intubation,Intubation,0.575458
OralAirway,OralAirway,0.651835
ChestTube,ChestTube,0.931954
Intubation,OralAirway,0.518624
CheckVitals,Intubation,0.404914
WrapWound,WrapWound,0.995569
CheckVitals,Tourniquet,0.276517
CheckVitals,CheckVitals,0.749639
BloodPressureCuff,BloodPressureCuff,0.995826
OralAirway,Intubation,0.578832
OralAirway,CheckVitals,0.303923
CheckVitals,Bagging,0.505797
Bagging,Bagging,0.979253
CPR,BloodPressureCuff,0.711595
Intubation,Intubation,0.672182
CheckVitals,CheckVitals,0.763771
Intubation,Intubation,0.389064
PlaceIV,OralAirway,0.657761
CPR,Tourniquet,0.388053
OralAirway,CheckVitals,0.401506
ChestTube,OralAirway,0.249053
WrapWound,WrapWound,0.630837
Bagging,OralAirway,0.37428
WrapWound,CPR,0.524256
WrapWound,WrapWound,0.247386
ChestTube,ChestTube,0.806456
OralAirway,WrapWound,0.586981
Intubation,Intubation,0.431136
Tourniquet,Tourniquet,0.993721
Tourniquet,PlaceIV,0.695584
CheckVitals,ChestTube,0.430116
Intubation,Intubation,0.527359
BloodPressureCuff,BloodPressureCuff,0.634321
OralAirway,PlaceIV,0.50147
CPR,Tourniquet,0.435698
ChestTube,OralAirway,0.437962
ChestTube,CheckVitals,0.35824
WrapWound,WrapWound,0.386713
WrapWound,WrapWound,0.74134
ChestTube,ChestTube,0.968827
WrapWound,WrapWound,0.974509
Tourniquet,Tourniquet,0.814971
PlaceIV,CheckVitals,0.451511
Tourniquet,Bagging,0.675975
OralAirway,OralAirway,0.729021
Bagging,Bagging,0.84303
CheckVitals,CheckVitals,0.456529
CPR,CPR,0.900281
Tourniquet,Tourniquet,0.986844
Bagging,BloodPressureCuff,0.327923
CPR,CPR,0.536072
Tourniquet,CPR,0.440769
BloodPressureCuff,BloodPressureCuff,0.724979
CheckVitals,CheckVitals,0.549078
BloodPressureCuff,BloodPressureCuff,0.355191
OralAirway,OralAirway,0.924307
PlaceIV,PlaceIV,0.333255
PlaceIV,PlaceIV,0.992799
Intubation,Intubation,0.952689
WrapWound,OralAirway,0.424048
ChestTube,ChestTube,0.766516
WrapWound,WrapWound,0.670405
Tourniquet,Tourniquet,0.787434
PlaceIV,CheckVitals,0.407168
PlaceIV,PlaceIV,0.589618
ChestTube,ChestTube,0.499904
PlaceIV,Intubation,0.248031
BloodPressureCuff,OralAirway,0.842766
Bagging,Bagging,0.996115
WrapWound,WrapWound,0.985164
PlaceIV,ChestTube,0.649068
Bagging,Bagging,0.999372
CheckVitals,CheckVitals,0.473038
Bagging,WrapWound,0.330004
Tourniquet,Tourniquet,0.862665
CheckVitals,CheckVitals,0.746568
Intubation,Intubation,0.680892
Tourniquet,Tourniquet,0.526206
Intubation,CheckVitals,0.323227
PlaceIV,PlaceIV,0.908355
OralAirway,OralAirway,0.740894
CPR,Tourniquet,0.541612
Tourniquet,Tourniquet,0.825642
PlaceIV,ChestTube,0.597213
BloodPressureCuff,BloodPressureCuff,0.691965
Bagging,PlaceIV,0.277206
CPR,CPR,0.996742
Intubation,OralAirway,0.598879
BloodPressureCuff,BloodPressureCuff,0.851157
WrapWound,ChestTube,0.42168
ChestTube,ChestTube,0.969783
CPR,BloodPressureCuff,0.770572
OralAirway,OralAirway,0.990526
Intubation,Intubation,0.540402
Bagging,Bagging,0.988195
Intubation,Intubation,0.576755
Bagging,Bagging,0.936247
CheckVitals,CheckVitals,0.728653
CheckVitals,PlaceIV,0.87565
CPR,CPR,0.99472
OralAirway,OralAirway,0.377862
Tourniquet,CPR,0.647817
Bagging,Bagging,0.869241
CPR,CPR,0.997674
CPR,CPR,0.967123
PlaceIV,ChestTube,0.483135
Tourniquet,Tourniquet,0.965628
Tourniquet,Tourniquet,0.781487
OralAirway,OralAirway,0.899552
WrapWound,WrapWound,0.591041
Bagging,Bagging,0.408329
ChestTube,ChestTube,0.918222
CheckVitals,CheckVitals,0.512753
Intubation,Intubation,0.578505
Intubation,Intubation,0.380934
CheckVitals,PlaceIV,0.50844
Bagging,Bagging,0.850019
ChestTube,ChestTube,0.504543
CPR,CPR,0.81705
Tourniquet,Tourniquet,0.673305
PlaceIV,PlaceIV,0.475719
Tourniquet,Tourniquet,0.993857
CPR,CPR,0.842769
ChestTube,PlaceIV,0.369429
CheckVitals,CheckVitals,0.637402
CPR,CPR,0.51986
BloodPressureCuff,BloodPressureCuff,0.99734
CheckVitals,CheckVitals,0.612455
Bagging,Bagging,0.997821
Tourniquet,CPR,0.636778
Intubation,PlaceIV,0.427756
BloodPressureCuff,BloodPressureCuff,0.761967
Bagging,Bagging,0.646889
BloodPressureCuff,Bagging,0.803411
PlaceIV,Bagging,0.843585
Tourniquet,Tourniquet,0.458589
